Name,Stars,Rewatch,Review
soyluciaquetal,★★★★★,Watched,"This review may contain spoilers.I can handle the truth.Lloro cada vez q la veo, me da mucha impotencia lo q pasa con la niña y el padre, pero me parece espectacular q sea el padre el q provoca lo del polvo"
gargaelle,★★★½,Watched,sympa
user14031706,★★★★★,Watched,babadeiro
139zahraas,★★★★★,Watched,anne hathaway cakep bgt dah heran
catmemelover,★★★★★,Watched,Einer der besten Filme überhaupt
linaagzr__,★★★★★,Watched,a anne hathaway le cosas preocupantes para el respeto hacia la mujer y mi parte favorita es cuando se la suda su hijo
noursaturn,No rating,Watched,Do not go gentle into that good night ... rage against the dying of the light.
toddy0,★★★★,Watched,7.5/10
genericcube,★★★★★,Watched,"My favourite sci fi movie. The visuals and soundtrack is great, the characters are great and it's so sad at times"
paulstephens,★★★★,Watched,Rewatched on the big screen with a friend as it’s his favourite movie of all team. In fact afterwards he told me he doesn’t think any other movie even comes close. While I don’t share his enthusiasm it was good to revisit after almost ten years.
cindyrosie,★★★★★,Watched,Mátense. I was so happy after watching this.
jasperdex,★★★★,Watched,"Detesto el hecho de haber visto tantas reseñas a través de los años, desde que salió esta película, debido a ello tenía las expectativas por el cielo y me decepcione un poco solo por no alcanzar tanta ilusión cuando al fin pude verla. Es muy buena, aunque predecible en ocasiones. Diría que está sobrevalorada solo por mi decepción pero sería ir demasiado lejos. Y la banda sonora es maravillosa.Me da risa como se pasa por los huevos a su propio hijo, le dan tanto foco a su lazo con la hija que el mayor es simplemente un cualquiera."
sylvainjr,★★★★½,Watched,Mais qui suis-je réellement?
gzapigga,★★★★★,Watched,The. Best most realistic space movieA plethora of amazing visuals Highly recommend
samaulo,★★★★½,Watched,Un film Classique
avast8rr,★★★★★,Watched,This movie makes me zone out and stare at my wall thinking about the meaning of life in the best way possible. Space and Christopher Nolan is crazy man
myaghamrawi1,★★★★★,Watched,"There are movies that exist that you feel pressured to love. As you watch it for the first time, despite not understanding half the plot, despite getting bored at some moments, despite falling asleep half way through and despite not even liking space movies, you still rate it quite high with the secret that you didn't really like it as much as everyone else. But then you watch it again, it's been a while and you've grown. You've experienced various…"
naveyahlemmon,★★★★★,Watched,shits gas
duncan_harbison,★★★★½,Watched,Last 90 minutes remains peak cinema
pd1zzle,★★★★½,Watched,Math and space are cool
finchtober,★★★★,Watched,In cinemas. Knocks your socks off on the big screen
lindsg,★★★★★,Watched,i hate to give the pretentious film bros a W but..
grees_cinema,★★★★★,Watched,"Interstellarist ein weiteres Meisterwerk, ein weiterer Streifen, bei dem ich mich wieder darauf besinne, was meine Liebe zum Film und zum Kino ausmacht. Klar, bin ich kein ausschließlicher Science-Fiction Fan, aber es ist wohl das größte Element in meinem Repertoire an Filmwissen, an Filmliebe. Science-Fiction kann so viel und inspiriert mich jedes Mal. Klar können einzelne Filme des Genres sich auch vollkommen irren und einen Weg wieQuantumaniaeinschlagen, aber was ich meine ist echte Science-Fiction. Und ja, damit spreche ich…"
nolanchris67,★★★★★,Watched,Seeing Interstellar and the Star Wars prequels in cinemas might make 2024 my best year for cinema experiences ever.
hunperdink,★★★★★,Watched,Hey miraculously fresh Take on space sci-fi.Even more miraculous that Hans Zimmer doesn’t fall into his old tropes as often the case.I would’ve loved to have been a fly on the wall as the director consults and explores the themes of this film with each member of the crew and cast.Although the script is somewhat of a device that must play out in a particular fashion…I lapped it up. I watched this film regularly because I find it immerses me. Feels like a character study on humans from an outside of perspective.
dorothygoebel,★★★★★,Watched,some amazing cgi here ! unfortunately this was all in my opinion entirely overshadowed by that part when matty mccon spun round the lil switchboard thing and there was a whiteboard on the other side (cinema peaked) !! eureka!!!!!!!
evenoone,★★★★★,Watched,"ha ha so much harder not to cry on the rewatch 👍if you caught me wiping my eyes stfu no you didn’t, i was just fixing my glasses"
leonardo33,★★★★,Watched,"Muy rayante para mi por todo eso de la teoría de cuerdas, esta muy bn pero he visto mejores películas de Christopher Nolan"
nartx,★★★★,Watched,acho q botei mta expectativa
monte75,★★★★½,Watched,Amazing actors + beautiful visuals + science + heart = masterpiece
lmyabas,★★★★★,Watched,"Excellent film, good ketty or sober. God bless Mathew"
belabelloni,★★★,Watched,"A little lelé ate the end, the scene with the walls and stuff made me loose a lil bit, even tho it's basically the whole plot of the movie, but I liked it"
atenai,★★★★,Watched,Shit slapped. Some curly-haired fuck took my footrest tho
eldss,★★★★★,Watched,"AMAZING, SOUND AND VISUAL EFFECTS, simply taught me a lot and its lessons"
ashno_one,★★★★★,Watched,"This movie blew me away, I loved how every thing was just building up to the ending making everything make sense.Can’t believe it took me this long to watch it lmao 6 year old me would of been flabbergasted"
gil_flui,★★★★★,Watched,Absolute cinema!
nebulaxox,★★★★★,Watched,"""i need to fix this before i go""""then i'll keep it broken so you have to stay"""
elishamario,★★★½,Watched,I was trying to understand this movie too much so I didn't cry
judrod,No rating,Watched,"if i close my eyes and plug my ears for the last 20 or so minutes, this is legitimately one of my favourite movies of all time. if i don’t however…….."
sac_,★★★★★,Watched,"I watched this movie on a plane as I moved away from my friends and family. I was already emotional. I missed my friends, I missed my girlfriend. I was completely aloneAnd I sat there watching a movie about spaceThe Loneliest place in our universe"
danielpipic,★★★★★,Watched,Black hole
scifinerd55,★★★★★,Watched,"Masterpiece! In all its well crafted and spectacular facets this film is amazing. It's just staggering. The visuals and music are top notch. And so is the writing, Dr. Mann should start a philosophy podcast. An epic tale, and the coolest of cool space stuff you'll find in a movie. Tars is wonderful too. Otherwise, even on yet another rewatch, I have no more words, just wow."
vtshoto,★★½,Watched,"Interstellarhas a unique notoriety surrounding it, leaving little margin for a viewer to fall into between the a swirl of generalization surrounding its impact. I will always respect Nolan's ability to inject his entries to modern Hollywood with spectacle and ambition, however relative to other offerings of his, this resides in more of a speculative state than an accomplished one, falling short in its ability to provoke or compel.It would be remiss to insinuate thatInterstellaris without…"
sophiamlc,★★★★★,Watched,"Esse filme é um dos melhores, mais complexos e mais espetaculares filmes já feitos. Uma obra de arte cinematográfica, do gênio Christopher Nolan.Uma trilha sonora magistral, uma das melhores do cinema, efeitos especiais de outro mundo. Uma perfeição de filme"
louistorfs,★★★★★,Watched,Les images et la bande son change tout dans ce film.
biggreencup,★★★★★,Watched,"This review may contain spoilers.I can handle the truth.Fuck you, Matt Damon 🖕"
luziii,★★★★½,Watched,"loved the visualsreally makes me want to replay outer wildsthis movie plays w your emotions and really knows how to grab your attention but the plot was kinda obvious, tarr was a real one though"
seoyuul,★★★★,Watched,"Oh shit, am i crying ?"
sarahdarko,★★★★★,Watched,This movie needs a trigger warning for us girls with DADDY ISSUES!!!!!!!!!!!!!!!😭😭😭😭😭💔💔💔💔💔
anetapiruleta,★★★★,Watched,- no pasa el test de bechdel 😞- sale timothee chalament 🥳- timothee chalament es ignorado 😞- timothee chalament crece y se convierte en cassey affleck 😞- no he entendido ni la mitad de diálogos porque no soy tan inteligente 😞
m0rb,★★★★★,Watched,watched this movie for the first time 10 years laterlife changing.sorry i didnt believe you guys
tommaaa,★★★★★,Watched,one of the best Nolan's filmthis lasts a looooot of time but it's worth it
casualwigg,★★★★★,Watched,"Unbelievable exploration of father-daughter relationship, woven into a physics based plot with an incredible soundtrack. Will never tire of watching this fucking masterpiece."
bhadadior,★★★★★,Watched,"3rd movie i’ve watched that [REDACTED] has recommended (kinda forced!) me to watch. and i hate to say it, again, that his recs are good😭 i cried multiple times during this and pondered lots afterwards. god bless christopher nolan and god bless this movie!"
mrdvb,★★★★★,Watched,(LASER IMAX)Always an incredible film. The scale with the visuals and the incredible score in IMAX. Best movie experience always.
wikoisiu,★★★★½,Watched,okay well it was AMAZING i mean i felt unreal while watching some scenes. in my opinion it is technically one of the best movies ever but its not 5stars for me. just not really my type of movie but still really great EVERYONE should watch(christopher nolan never disappoints)i also want to talk about their acting and cinematography LIKE HUH? im sure it is really hard to act in this kind of movie because there is a lot…
mgfilmlife,★★★★½,Watched,"Top 5 soundtrack all time.One of the most stunning films, almost Terrance Malick like with how meditative of experience watching this movie is.Had only seen it once in IMAX, upon watching a second time I have a new found appreciation for it."
shitty_tales,★★★★★,Watched,STAY
avacreed,★★★★★,Watched,"I WILL BE USING THE PROJECTOR METHOD ON MY NEXT FILM I LOVE CHRIS AND ALL HIS WHACK IDEAS no but in all seriousness this movie inspired me to make the type of film I want to make so thanks Chris and Emma, it’s always a blast."
stay,★★★★★,Watched,"Can’t wait to watch this movie in imax! I’ve watched this movie plenty of times before, yet it never fails to amaze me again and again."
catstastefunny,★★★★★,Watched,"""you were my ghost.""this movie is equal parts heartbreaking, inspiring, confusing , and exciting all in one insane package. cry every time. what a movie man!"
schultztannerj,★★★★★,Watched,i get it now
grantmb,★★★★★,Watched,this movie is perfect. not sorry.
durbstur,★★★★½,Watched,"Corn, farming, more corn, and oh yeah inter dimensional space travel!"
talani2007,★★★★★,Watched,"Just amazing, everything just so perfect."
hafemann,★★★★★,Watched,"Um dos meus 6 favoritos, não tem como."
diaz_david,★★★★★,Watched,https://vm.tiktok.com/ZMM3xDV4Y/https://vm.tiktok.com/ZMM3xyW8D/https://vm.tiktok.com/ZMM3x91ft/
natjatek,★★★½,Watched,People who find this movie confusing are the reason there is instruction on shampoos
squiddlemaster,★★★★,Watched,THIS MANEUVER IS GOING TO COST US 50 YEARS
hanawatchestv,★★★★★,Watched,gagged me tbh
disocialejo,★★★★★,Watched,MURPH
sacredprophecy,★★★★★,Watched,"each time i rewatch this, i’m literally fascinated."
medskii,★★★★★,Watched,Tout simplement bouche bée.
mannadium,★★★★★,Watched,what an incredible film I love space so God damn much
kohshka,★★★★,Watched,i love the corn fields in contrast to space & the ocean planet. especially the visual aspect of the vast unchanging sea of sameness with (the) cooper(s) cutting through it either by car or on a ship. the frozen planet does this too but not to the same extent. there’s just so many great romantic imagery in this movie. space is truly the best subject matter for modern neo-romanticism.
marylerat,★★★★★,Watched,this destroyed me
venicxk,★★★★★,Watched,"A qualidade da trilha sonora,qualidade visual,como te prende,as emoções,o final,é perfeito tudo sobre esse filme é bom,ainda mais o desenvolvimento do protagonista."
monkeymancinema,★★★,Watched,This review may contain spoilers.I can handle the truth.Dr. Brann is a fucking idiot
sandler,★★★★★,Watched,Reqlly good
colbyday,★★★★★,Watched,The fact that for the last decade Nolan has been making movies about how the world is ending but humanity will persevere through love 😭
bigthief340,★★★★,Watched,did you guys know this was about space????????? (I cried)
missmomoo,★★★★★,Watched,Incredible.
code_5th,★★★★★,Watched,My head hurts
fella_,★★★½,Watched,Don’t get it twisted this is a solid film. But y’all gas it.
2049mery,★★★★½,Watched,"tg Nolan, tu veux trop jouer le mec intelligent, pas à nous"
mathpjl,★★★★★,Watched,"que filme lindo e bom, ta maluco, cristopher nolan é brabo nao tem jeito, e a trilha sonora, nooooossa, triste em slgumas partes, mas continua sendo estupendo o filme slk"
kevinhainline,★★½,Watched,"This is the movie I’m asked about more than any other. I study black holes, people want to ask me about Interstellar. They want to tell me their theories. Their interpretations. They want to know what I think about Interstellar.I went and saw it, opening night, drove an hour and a half to an IMAX theatre in southern New Hampshire with my friend Tim to see Interstellar. And I left just so, disappointed? And insulted? By this weird dumb…"
tomasgoofy,★★★★★,Watched,dei rewatch nisto 10 anos depois e chorei na mesma vai te foder matthew mcconaugheytbm passaram 10 anos e continuo apaixonado pela anne hathawayenviado do meu iphone
mechanicalhands,★★★★★,Watched,This review may contain spoilers.I can handle the truth.i love you space i love you spaceships i love you math i love you science i love you time i love you scary black holes i love you planets where the time dilates and you lose all the time you thought you had to save the people you love and i love you weird robots i love you dirt i love you corn i love you matthew mcconaughey i love you earth i love you christopher nolan i love you silly psuedoscience where love is the 5th dimension and love is the answer and i love you the person reading this
emilynordby,★★★,Watched,could’ve been an emailI KID I KIDgood plot. props to the director it’s my squirrel brain that can’t sit down for anything longer than the almost friday podcast.i just wanted to the nyt mini crossword but i got my phone taken away. again it was good just maybe not my cup of tea (no romance AND no comedy) the only thing in this movie that’d i would get along with in real life are those robert digger thingsprop to the ticking being a day on earth at that one ocean planet that was sick
bigdyl2004,★★★★★,Watched,This is the greatest movie I have ever seen. The first time I watched this movie was at home. I was not lucky enough to watch it in theaters the first time. Since then I have watched this movie 7 times and have just recently watched it in theaters. I didn’t think this movie could get any better for me. This is Nolan’s BEST. Phenomenal movie.
odioelcine123,★★,Watched,entretenida pero mooooy larga
tylercumpston,★★★★★,Watched,This movie will never get old.
annazhang,★★★★½,Watched,christopher nolan i can never give you a 10 but that 9.7372828292829 is yours.
lillyyypad,★★★★★,Watched,review in progress hehe
chihuahuahater,★★★★★,Watched,STRAIGHT GAS
jockog,★★★★★,Watched,i just realized tom named his sonCoop Cooperim  sick
andrewwolak,★★★★½,Watched,That's my kind of movie
magamrtn,★★★★★,Watched,siento que estoy deshidratada creo que llore toda la película no puedo creer q haya tardado tanto en verla
parkerbowcutt,★★★★★,Watched,dude this freaking movie
emerson537,★★★★★,Watched,"This review may contain spoilers.I can handle the truth.This is truly one of the most amazing films I’ve watched this far.I’s psychological and pulls at your heart strings at the same time. This is a movie that I could watch over and over again and still figure out new aspects to the overall plot. When you first watch it, it’s normal to be a little confused, but it really is an incredible movie."
raven_sam,★★★★★,Watched,"Joya del cine moderno. El amor trasciende barreras, te amo película espectacular, te amo banda sonora y también a Anne Hathaway."
mackdere,★★★★,Watched,couldnt stop staring at jessica chastain am i right boys
nhp312,★★★★,Watched,Never ask me about this
beeboid,★★★★★,Watched,BrilliantWatched on Ultra HD Blu-Ray disc
chris_cruz15,★★★★★,Watched,I remember the day I watched this in theater. It was a late showing as I was with my older brother and sister. Never has a movie made me feel so indescribable as this movie did. This will always be my favorite movie of all time.
giannarocco,★★★★★,Watched,Like a boss
jojo__1,★★★★★,Watched,Imagine going on a spaceship and forgetting to bring home the milk. That's what this was.
mauricio_123,★★★★★,Watched,"Obra maestra por parte de Christopher Nolan, soundtracks únicos y puestos en el momento que lo requieren, excelente actuación general por parte de los actores, gran representación visual y conceptual de cosas como el agujero negro, el agujero de gusano, y una dimensión superior a la tercera dimensión. Buen pacing, buena trama y un gran final."
agosilc,★★★★★,Watched,mi mente no comprende lo q acaban de ver mis ojos
killlamilla,No rating,Watched,plane watch 4. was so fuckitn trippy. love astronomy
ajsavage,★★★★★,Watched,DO NOT WATCH HIGH
halojalo,★★★,Watched,the ending was good but guys maybe i just don’t like christopher nolan films that much. my parents are also my ghosts.
_joey_,★★★★★,Watched,"I thought I would watch this film with the great love of my life, I've never been so wrong... I ended up watching it with my uncle and for each different planet in the film he told me what was going to happen :( And yet, one of the best films I've seen !10/10"
davii__,★★★★★,Watched,"MTOO BOM, masss mtoooo hype.“don’t let me leave murphy😭”assistirei novamente 🤓"
jasoonstein,★★★,Watched,"This movie was so long and BOOOORIIIIINNNNG.“My name is interstellar, and you just walked the prank 💀💀💀💀💀💀🥶🎉🤯🤷‍♂️🦧👍🙃👨🏻‍🍳🤯💪🏻😅🃏🙃🫡😞🥭🥭🥭”"
jackbox17,★★★★,Watched,"The sci fi got a little too stupid at points, but the good moments were spectacular"
swade,★★★★★,Watched,Anybody else think this movie is good?
annedid,★★★★★,Watched,malditasea te amo matthew
ryanburym,★★★★½,Watched,So glad I payed attention because this was so complex and I quite liked it
yodaboi67,★★★★,Watched,"a bit overhyped, i adore this movie nontheless"
hbenet,★★★½,Watched,"Honestly, it was an excellent movie for the visuals and the music. The story was fantastic, but for one major flaw. The corn! You’re telling me they discovered how to create all this INTERSTELLAR black hole-derived technology, and they can’t prevent blight ridden corn. Jeez!Note for you here, Chrisy boy, maybe instead of spending so much time working with NASA with your black hole, you could have picked up the phone and called Monsanto."
manniwella,★★★½,Watched,Instense
davidfh21,★★★★½,Watched,"One of Nolan's best films. If there was a proper sequel to Space Odyssey, I'd choose this one over 2010."
nicoohdz,★★★★★,Watched,La vi por primera vez hoy y ctm loco
batgirl1200,★★★★★,Watched,hans zimmer is gonna eat every time
kennethdowdell,★★★★★,Watched,🔥
macaire_rose,★★★★,Watched,"The power this film held over me is wild. I audibly gasped, tears streamed down my face, my heart rate skyrocketed, I held my breath & released shaky sighs. I put this movie off for a decade because I’m not a fan of space movies. They remind me of what’s out there & what’s not. The unknown terrifies me and I could thought spiral about how small and insignificant we are forever. Okay, that’s enough of my rambling.Interstellarwas an absolutely…"
pewiley,★★★★★,Watched,"There are a few movies that deserve to be in theaters forever, and this is one of those movies"
iscalder,★★★★½,Watched,STOP HANS ZIMMER YOURE GOING TOO HARD STOP ITS TOO MUCH THE SOUNDTRACK FUCKKKKK
cmlewis374,★★★★★,Watched,"watched this movie again with my dad. feeling super chill about it obviously (see the ""i cried"" tag)."
ingsouza,★★★★★,Watched,"inefavelmente, ele segue sendo o favorito. Nos últimos 4 anos tenho assistido interestellar de tempos em tempos e há coisas que só estou tendo capacidade de compreender agora. Como amante da ficção científica já questionei horrores pontos que não compreendia nesse enredo, pesquisava sobre as teorias e as fundamentações utilizadas para sustentar a narrativa. De um tempo pra cá me desapeguei da criaticidade e assisti de peito aberto, acho que nunca me emocionei tanto com um filme categorizado por ficção…"
oliviaseidlitz,★★★½,Watched,"Was a bit confusing at times. Capable of being pieced together but had there been more explanation, would have been a great film. Good acting."
merlintewizard,★★★★,Watched,soundtrack is awsome
natleticia,★★★★★,Watched,"Filme emocionante. Me prendeu do início ao fim. Apesar de todo ato heroico de Cooper para com a humanidade, é triste ver que a escolha que ele fez com que perdesse, basicamente, toda vida ao lado dos filhos, assim como Brand e os que faleceram no decorrer do filme."
ladycombatant,★★★★★,Watched,Ghosts aren’t real. You cannot trick me
dandysruleok,No rating,Watched,If you’re not particularly sensitive to over-acting then you can make it through the first half hour and if you can take a Dalek seriously that talks like a redneck then you’re pretty much home free.
strongersando,★★★★★,Watched,"Me dejó tenso de principio a fin, referencias a la fisica y con esto se nota el cariño que le tengo a esto de la astrononomia de niño. 10/10. Sentimientos encontrados en las muertes de los personajes y sin palabras..  EMOCIONANTE!"
wykyk,★★★★★,Watched,Metanme a un agujero negro vvs
joeswan,★★★★★,Watched,"This review may contain spoilers.I can handle the truth.""And today I'm the same age you were when you left.""😕"
xi_fi,★★★★★,Watched,WOW
hamzaabh,★★★★★,Watched,Top 4
tristandyln,★★★★½,Watched,"it gets a lot of astrophysics wrong but a lot of the indomidable human spirit right and that’s enough to make it one of the best films of all time, surely"
iluvchalamet,★★★★,Watched,christopher nolan is such an amazing director. he deserves every award ever.
madzmedia,★★★★½,Watched,i fuck with that refrigerator
sapphicadmirer,★★★★★,Watched,"i don’t usually cry during movies but this film was absolutely gorgeous. visually, audibly, story-line wise. this film genuinely checked every box and has probably changed my perspective on things in a good way.. definitely top 4 worthy but i’m not sure i have the heart to move anything yet."
msrclaraa,★★★★★,Watched,acabei de assistir o melhor filme q eu já vi oq eu faço
mabhorsey,★★★★★,Watched,"simplesmente o melhor filme que eu já assisti, apesar de não ter entendido algumas partes, porém é incrível!!!!!"
ginehring,★★★★★,Watched,"Absolutely breathtakingly beautiful - visually, scientifically (comparatively), and emotionally. Will be adding the score to my study listening rotation"
mjm_028,★★★★★,Watched,matt damon is my new opp
gonzalezminas,★★★★★,Watched,Fantastico
alisiasmith,★★★★★,Watched,Showed my friend and she was on her phone the whole time😑😑
soelceleste,★★★★,Watched,I remember watching this in the planetarium and feeling like I took was in space. Tears ofc were shedded. Young Timmy????? Iconic.
arrtvilin,★★★★★,Watched,"que filme do caralho. não entendi nada, porém eu amei!!"
elizamadelyn456,★★½,Watched,i am literally so over the interstellar hype. like I promise you there are other ways to start a conversation with a 16 yr old boy you can stop pretending to like this movie :)
tepidhandluke,★★★½,Watched,Half of this movie is just a straight-up homage to a 2001: A Space Odyssey...and that's fine by me.
etherithical,★★★★★,Watched,"I’ve basically said almost everything I want in the previous review (with a few exceptions that I will touch on later), so I’ll just say this.Interstellarchanged me. I watched this for the first time at the beginning of the school year in 2023. Before then, I was insistent on animated DreamWorks movies as the superior medium and wasn’t terribly interested in anything live-action (to be clear, many animated DreamWorks movies are still some of my favorites). I was…"
hannahtheriault,★★★★½,Watched,god i was praying for matt damon’s death from the second he appeared on the screen
i02310,★★★★,Watched,onda esta bastante buena pero la mitad de la pelicula no entendia que carajo estaban haciendo
kingdeondre17,★★★★½,Watched,"Immaculately constructed and designed on nearly every level. Elevated by some stunning and immersive sound design and next level visual effects and production,Interstellarpresents an ambitiously perceptive and awe-inspiring presentation of the journey beyond our reach, into the stars as we search for somewhere else to call home. From the black holes, empty void that is space to the many jaw-dropping and beautiful landscapes and sense of creativity on display, there's little denying just how massive in scale Nolan's…"
aleek,No rating,Watched,First time seeing it all the way through
dkurlander13,★★★★★,Watched,9.8/10
kikeeee_ar,★★★½,Watched,es buena pero no es la mejor película de Nolan
chewch,★★★★,Watched,"Incredible, I take back ALMOST everything I said prior to this viewing. Almost because I still think this movies SLIGHTLY Overrated. But Honestly this movie is amazing it hits every emotional beat and is visually stunning. Amazing movie, 8.5/10, 4 stars."
lolobang,★★★★★,Watched,Wow.
mahoganyrobin,★★★★½,Watched,This review may contain spoilers.I can handle the truth.murph psychosis realnesschristopher after killing off all the poc: 😛christopher after hating women: 😛really good i fearlove wins like always
davidag94,★★★★★,Watched,Perfection.
sadiecstites,★★★★★,Watched,late in reviewing but absolutely incredible
sopheeaaa,★★★★★,Watched,"ai amei, só queria q ela tivesse conseguido ver o pai dela mais nova poxa"
tvblissful,★★★★,Watched,the movie was a 2 star but the last 40 mins were a five star
jasminsdicillo,★★★★★,Watched,foda.
cosmos3,★★★★,Watched,"So, I'm not a fan of time travel and I'll always say that in my reviews of movies with time travel.That said, like Arrival, I always saw excerpts from the film and just saw it entirely for the first time now.It's a good movie. Wouldn't say it's the best, but I liked it, more than Arrival at least.I wouldn't watch it repeatedly because of the long duration, but I would watch it again."
lovewrm,★★★★½,Watched,this is a horror movie
ronseya,★★★★,Watched,Tengo que verla otra vez
bigchaz99,★★★★★,Watched,"God this film slaps, like watch it and all of your flaws fall away.It made me cry like a baby, nolan hurt me emotionally."
bigstoner,★★★★½,Watched,space door go .............
ivana__,★★★★½,Watched,"awestruck too late into the game and ironically the year when this movie is being re-released in theatres, but man this was an overwhelming concept and watch. OST did what it needed to, and I fear I’ll be carrying the profoundness of this film into every mundane thing I do next"
blue023,★★★★★,Watched,Odio a Christopher Nolan y las pelis increíbles que hace
maggiemaggster,★★★★½,Watched,Aua
bypab212,★★★★★,Watched,No time for caution— Hans Zimmer ♥️
0xanomaly,★★★★★,Watched,Tekrar tekrar izlememe rağmen ilk izleyişimdeki hisleri uyandıran tek eser olabilir W.
trvst,★★★★★,Watched,i was not prepared to cry
ko_mara_c,★★★★,Watched,Blaga egzistencijalna kriza
klevsfilm,★★★★★,Watched,damn i sob everytime
lanalekk,★★★★★,Watched,Ce film est littéralement mon obsession sur terre j’ai du le voir une quinzaine de fois et je continue de autant l’aimer et de pleurer comme une debile au mêmes scènes 🫰
jackm27,★★★★★,Watched,"Murphy's law doesn't mean that something bad will happen. It means that whatever *can* happen, will happen. And that sounded just fine to us.Ohhhhhhh baby. Started this last night and wrapped it up today. Chills every time. Hans Zimmer's finest work really.2013-2014 Matthew McConaughey if you're out there...come back we miss you."
smelvins,★★★★★,Watched,This is the best fucking movie I’ve ever seen
maxnz,★★★★★,Watched,this movie made me cry
jtjets,★★★★,Watched,After this released Carhartt Detroit jackets doubled in price
mealswilliams,★★★★,Watched,4 stars for the music alone.Minus 1 star because it was too long for me!
f4cu_apz,★★★★★,Watched,Insterstellar is the best evidence: the perfect visual effect didnt need CGI.Love Nolan's work
n00b22,★★★★★,Watched,"""love is the one thing we're capable of perceiving that transcends time and space""nisam očekivala da ću plakati 5 putaprvi put kad sam gledala uopšte nije ostaviotolikiemocionalni impakt kao sada, verovatno zato što sam tada imala jedno 12 godina i nisam znala ništa o fizici, a kamoli životumnogo volim nolanove plot twistove <3divno, divno, divno"
hiyori_707,★★★★★,Watched,peak fiction no explanation needed .
jeanb28,★★★★★,Watched,"Tbh, even better than I remember it."
ainohaqf,★★★★★,Watched,🪐💗✨
spikyyyy,★★★★★,Watched,l’espace c’est cool mais j’ai plus envie d’y aller (merci hans zimmer pour les travaux)
yuriyuryurs,★★★★½,Watched,queee
schoolboy991,★★★★★,Watched,Cinema
jakoobb,★★★★½,Watched,Bro what about his son?!
a_moreiralemos,★★★★★,Watched,Nao tenho palavras
thenameisdalt0n,★★★★,Watched,I’d want to fall into a blackhole too after a long day of work.I go back and forth after every rewatch. Sometimes I feel like it’s Nolan’s best and an absolute spectacle and other times the whole love aspect gets lost on me. First time where my opinion didn’t really change so I think an 8/10 is the sweet spot for me.
skunkstr1pe,★★★★★,Watched,Fuck
amymarchirl,★★★★,Watched,minecraft but space version
milenasmovies,★★★★½,Watched,Murph and Coop 🥺🥺🥺 this really wrecked me
jburnsyy,★★★★½,Watched,"3rd watch and it climbs the ranks. I’ll admit, it’s an absolute spectacle."
euge12,★★★★½,Watched,Nada que agregar que no esté dicho
floo_,★,Watched,Más predecible no había?
melr26,No rating,Watched,watching this in physics class after the ap exam over the course of 3 days has been a wild ride. not sure if i would recommend.
ricardomars_,★★★★★,Watched,goat movie argue with your baby momma or ur bum ass baby daddy
ilo_17,★★★★★,Watched,I’m still crying
natgm,★★★½,Watched,This review may contain spoilers.I can handle the truth.Cinematic and gorg obvi but don’t abandon your kids then whine and spend the whole movie trying to bend time to get back to your kids! Then it all works out?? No booo end w a death or something
majalagerkvist,★★★★,Watched,I hate physics
isaac787737,★★★★★,Watched,"I should be arrested for waiting a whole decade to watch this movie. Best sci-fi movie ever made, if you can find a better one, I’d love to see it. Among the best movies of all time."
beatricebeg,★★★★★,Watched,"bu film.. herkesin iyi ki izledigi ve izlemeyen herkesin de (hala varsa) izlemesi gereken bi filmdi..kadere inanan biri olarak yasadigimiz her seyin yasanmasinin bir sebebinin, bir amaci oldugunu gostermesi cok hosuma gitti. bence de yasanan hicbir sey oylesine yasanmaz cunku..murhpy karakteriyle kendimi o kadar cok ozlestirdim ki.. cooper'a zaman zaman cok kizdigim zaman zamansa bagrima basmak istedigim sahneler vardi.. neyi anlatiyorum ki iste.. muazzam."
simone_p,★★★★★,Watched,"Watched this in class, was on the edge of my seat the whole movie. Couldn’t have asked for a better ending too 🥹"
fstaraf,★★★★★,Watched,Très bon film émouvant et très beau visuellement
iimcnamara,★★★★★,Watched,"‘once you're a parent, you're meant to be the ghost of your children's future’"
garfiedl,★★★★★,Watched,"I have no words, it's unbelievable and an absolute mindfuck. Either that or I'm just a dumbass"
ricardu21,★★★★★,Watched,Parece clichê mas é um dos melhores já feitos
woods_44,★★★★½,Watched,"Still great but I think it doesn’t top the list for my favorite Nolan movie anymore. I wouldn’t say there’s anything dumb in this movie but there’s defiantly some interesting decisions made, good and questionable. But it really doesn’t take away from the rest of the movie because it’s heat and the cinematography is nearly if not better than Oppenheimers. Space. I like the ending. Peace out bye!"
argusguy,★★★★★,Watched,"This review may contain spoilers.I can handle the truth.Just like the first time i watched this, i have to say this Interstellar is goddamn Masterpiece of Science FictionInterstellar is not only a Sci-Fi movie but its also a movie about family and its the bond of Murph and Cooper that saves the universeThe story is just so great that i don't want to give anything a away (well i did spoil the ending which means i gotta spoiler tag this review buy besides point)The characters…"
pnhochio,★★★★★,Watched,"I remember enjoying this movie when I first watched it. Then I had kids. And then upon a rewatch, this movie broke me. And it breaks me every single time I watch it.EVERY SINGLE TIME.I don't say this lightly--this just might very well be my favorite movie of all time."
iluvcatss111,★★★★★,Watched,Masterpiece
haylonsipe,★★★★★,Watched,"Not really a lot could be said about it, it's the sort of thing that if you dislike it you're probably being extra and need to chill out. I don't think I've been as emotionally invested in a piece of media that is new to me since reading Berzerk which at this point was nearly a year ago. It's really no wonder why people celebrate it as much as they do."
